,CID,SID,target
27192,3922316,332915290,0
27193,2288253,333273484,0
27194,1946368,333398129,0
27195,1528713,332883785,0
27196,117083575,310292047,1
27197,757562,332878953,0
27198,1258047,333178906,0
27199,20858993,333006717,0
27200,2923513,333127121,1
27201,5865782,333312657,0
27202,882898,333114588,0
27203,4962849,332947674,0
27204,2870938,333327570,0
27205,988285,333371830,0
27206,4278498,333445172,0
27207,135498653,332921481,0
27208,6622426,333008902,0
27209,1050894,333462511,0
27210,3211357,333216101,0
27211,5730332,333111370,0
27212,9660742,332898328,0
27213,3834780,333350539,0
27214,4256701,333470775,0
27215,4173792,333433390,0
27216,1348641,333109389,0
27217,126474894,333256639,0
27218,9599820,332995865,0
27219,20969300,333465406,0
27220,2063613,333090025,1
27221,6174965,333427172,0
27222,1312239,333132144,0
27223,22331286,333376837,0
27224,18574642,332897338,0
27225,135438966,333102811,0
27226,6737861,333313545,0
27227,15995496,333470295,0
27228,3098932,333237743,0
27229,4022670,333371000,0
27230,6412296,333452059,0
27231,3625407,332885019,0
27232,135426329,333106629,0
27233,45184173,333043147,0
27234,2769940,333291531,0
27235,5022489,333472065,0
27236,2970430,333169396,0
27237,24817386,333050520,0
27238,46500622,332993827,0
27239,16190817,333054024,1
27240,42424331,333069598,0
27241,5309171,333009333,0
27242,6616653,333450299,0
27243,3392283,333155866,0
27244,126474766,333257768,0
27245,777744,333399962,0
27246,117080473,310288749,1
27247,4800430,332946783,0
27248,650387,333332282,0
27249,4524450,333453573,0
27250,117083504,310291971,1
27251,828966,333333473,0
27252,2907680,333117851,1
27253,6894118,333083719,0
27254,135457776,332925139,0
27255,95849329,333251306,0
27256,1832981,333180806,0
27257,20854091,333470133,0
27258,1456011,333217514,0
27259,4338421,333443200,0
27260,42379845,333061441,0
27261,136816505,333251318,0
27262,3230414,333207784,0
27263,6615396,333341465,0
27264,117077621,310286096,1
27265,2900453,333374461,0
27266,3421704,332970669,0
27267,3229563,333222907,0
27268,746851,333368219,0
27269,2521353,332935511,0
27270,4972202,333002506,0
27271,42369762,333069594,0
27272,3311693,333454457,0
27273,135519809,333276907,0
27274,49670885,333492495,0
27275,728900,333409892,0
27276,2919901,333379875,0
27277,3220976,333208444,0
27278,15993711,333471444,0
27279,135879826,333487959,0
27280,2842630,333083099,0
27281,5793451,333239676,0
27282,5761675,333359854,0
27283,639503,333386883,0
27284,3122690,333294406,0
27285,776580,333302455,0
27286,26281140,333065905,0
27287,126459182,333029687,1
27288,1220228,333095447,0
27289,577764,333447706,0
27290,2957843,333158045,0
27291,24731559,333259222,0
27292,135752285,332945982,0
27293,4343526,333023291,0
27294,135658976,332884778,1
27295,969975,333153972,1
27296,68653629,333258047,0
27297,24978532,333472592,1
27298,1343545,333354824,0
27299,2910647,333373070,0
27300,23875665,333434264,0
27301,2911890,333119357,0
27302,1941714,333387502,0
27303,45502410,333489097,0
27304,2974496,333173812,0
27305,7185492,332887099,0
27306,15994322,332968912,0
27307,2904704,333358050,0
27308,28395170,333042832,0
27309,117089669,310298554,0
27310,3243334,333021692,1
27311,2930299,333133069,0
27312,2832205,333075590,0
27313,886871,333131050,0
27314,3105916,333277206,0
27315,3226369,333221149,0
27316,3157879,333244020,0
27317,649648,333208479,0
27318,1570179,332887954,0
27319,1331315,333128409,0
27320,22553063,333036214,0
27321,3229634,333222562,1
27322,5349196,333108473,1
27323,112906895,310292158,1
27324,897141,333133525,0
27325,135517020,332991023,0
27326,1442465,333206337,0
27327,673994,333338171,1
27328,2525973,332937399,0
27329,20880037,332973782,0
27330,4248137,333352419,0
27331,3971569,333403633,0
27332,3591990,333317059,0
27333,3474154,332880830,0
27334,2978938,333176948,1
27335,5155021,333471873,1
27336,4797462,332945382,0
27337,3156390,333198365,0
27338,885954,333117164,1
27339,5139607,333455496,0
27340,45563256,333490695,1
27341,46261646,333015358,0
27342,2302111,333167976,0
27343,2420402,332923602,0
27344,1883526,333196030,0
27345,126480098,333493011,0
27346,46249953,333003933,0
27347,17095661,333010998,0
27348,2788326,333357518,0
27349,970490,333154590,1
27350,2902842,333115666,1
27351,41320586,333482497,0
27352,2991495,333182472,1
27353,95808194,333211598,1
27354,4098326,332981182,0
27355,30868217,333488958,0
27356,1899774,333234361,0
27357,3560083,333440070,0
27358,6905542,332918546,0
27359,24732177,333262008,1
27360,4605720,333364089,0
27361,2964818,333163908,0
27362,2923765,333127671,0
27363,126463721,333066116,0
27364,2229354,333173943,0
27365,4783484,332941208,0
27366,2576460,332938375,0
27367,3144330,333341703,0
27368,2851791,333090255,0
27369,2210744,333156605,0
27370,2896976,333111343,0
27371,18561056,332890251,0
27372,582592,333413340,0
27373,117078042,310286392,1
27374,1171901,333215382,0
27375,7150395,332888349,1
27376,4834680,332934050,0
27377,5843727,332960974,0
27378,28394425,333064353,1
27379,45234029,333055262,1
27380,3402666,332959486,0
27381,1460577,333210252,0
27382,2914119,333346624,0
27383,6260137,333427947,0
27384,2196658,333146856,0
27385,6055034,333289023,0
27386,4582667,333441651,0
27387,15996077,332982484,0
27388,3832351,333361225,0
27389,17095588,333010773,1
27390,117085474,310294083,0
27391,558856,333409309,0
27392,857449,321945300,0
27393,117082870,310291299,0
27394,126462998,333060020,1
27395,23477144,333418218,0
27396,49677492,333492338,1
27397,654926,333221220,0
27398,110219233,333210608,0
27399,117079861,310288110,0
27400,4199959,332909709,0
27401,126466197,333095044,0
27402,5292933,333364421,0
27403,766014,333236068,0
27404,324725,332877229,0
27405,9595823,332993519,0
27406,67095699,333210107,0
27407,1319387,333144823,0
27408,45222936,333052496,0
27409,564607,333391258,0
27410,3639571,333296049,0
27411,5201652,333288522,0
27412,16010806,333012447,0
27413,16192484,333057314,0
27414,45283668,333484549,0
27415,1122390,333357389,0
27416,135479409,332963202,0
27417,2965791,333164384,0
27418,22515801,332975369,0
27419,22310537,333312864,0
27420,1157490,333227990,0
27421,117091952,310300950,1
27422,895846,333132511,0
27423,1585432,333368984,0
27424,112854845,310288398,0
27425,43812834,333230256,0
27426,92580608,333250592,0
27427,53208296,333017135,0
27428,5332763,333083479,1
27429,3900789,332928195,0
27430,805722,333359988,0
27431,22517970,333034118,0
27432,23855035,333365563,0
27433,117091658,310300646,0
27434,2994391,333183550,0
27435,46497305,333301721,0
27436,6884727,332984440,0
27437,9589773,333244638,1
27438,45503008,333490349,0
27439,5073420,333466078,0
27440,16008531,333008494,0
27441,1576317,333290539,0
27442,5082304,333465871,0
27443,9643441,332918216,0
27444,29022482,333057732,0
27445,2113144,332924083,0
27446,3120598,333289675,0
27447,2895259,333376734,0
27448,4589046,333319568,0
27449,2962127,333161719,0
27450,2046769,332966754,1
27451,126459412,333035196,1
27452,3391281,333037410,1
27453,6625317,333031568,1
27454,894894,333145975,1
27455,2944061,333145097,0
27456,45229971,333118962,0
27457,7110467,332881401,0
27458,4049,321946294,0
27459,651506,333213265,0
27460,4183054,333455594,0
27461,744789,333074352,0
27462,776502,333301914,0
27463,892540,333142453,0
27464,1350387,333296907,0
27465,126478403,333406426,0
27466,5399518,333287609,0
27467,15997505,333364709,0
27468,1127277,333233534,1
27469,8874882,333032167,0
27470,2872469,333288151,0
27471,4663187,333444581,0
27472,2911326,333362445,0
27473,135615579,332985556,0
27474,117081449,310289771,0
27475,4173259,333431394,1
27476,1636605,333354199,0
27477,82571,333471945,0
27478,2977962,333175972,0
27479,3134020,333446764,0
27480,721950,333072499,1
27481,2480238,332920820,0
27482,136962230,310285655,1
27483,135521838,333348072,0
27484,43812368,333212269,0
27485,3124917,333303793,1
27486,6244687,333075104,0
27487,3882364,333270805,0
27488,1238747,333307029,0
27489,46950389,333228891,0
27490,846488,333107359,0
27491,5223987,333460098,0
27492,44753589,333230817,0
27493,3434250,332996795,0
27494,3212578,333223879,0
27495,3124849,333189286,0
27496,52997518,333326081,0
27497,5155223,333422359,0
27498,3634419,333185501,0
27499,45221325,333052264,0
27500,714133,333342122,0
27501,4164321,333453285,0
27502,2944281,333145129,0
27503,9595085,333233602,1
27504,1322229,333370490,0
27505,23581801,46386807,1
27506,17382410,332971994,0
27507,46498520,333334271,0
27508,30920600,333067384,0
27509,791344,333286885,0
27510,3499365,333416592,0
27511,2371182,332909462,0
27512,2979979,333176933,0
27513,117077700,310286153,0
27514,4095160,333449173,1
27515,5409171,333189448,0
27516,4792721,332944687,0
27517,1191797,333143175,1
27518,5898583,333359467,0
27519,5786710,332906991,0
27520,117093256,310302336,1
27521,4443018,332955894,0
27522,5291104,333403469,0
27523,1075695,333195762,0
27524,1326574,333130068,0
27525,4181377,332997723,0
27526,4447298,333466304,0
27527,2464730,332936543,1
27528,6625252,333029715,0
27529,5128630,333423751,0
27530,1265519,333167433,1
27531,935308,332962330,0
27532,3807771,333457567,0
27533,4662732,333408161,1
27534,16601516,333027742,0
27535,1188852,333124986,0
27536,74463,333264060,0
27537,3214223,333216513,1
27538,571331,333401086,0
27539,1252008,333173685,0
27540,117091165,310300127,0
27541,3535295,333300545,0
27542,126472847,333256776,0
27543,873656,333105680,0
27544,16246800,332936879,0
27545,17367949,333323458,0
27546,782364,333191955,0
27547,5048309,333442944,0
27548,909143,333303228,0
27549,4671491,333466663,0
27550,56853220,333043983,0
27551,15998250,333468335,0
27552,3223883,333222008,0
27553,4232890,332884045,1
27554,1306432,333148774,0
27555,1016728,333137926,0
27556,45239375,333169133,0
27557,135436656,332879298,0
27558,23738029,333324463,0
27559,95791808,333250640,0
27560,117090102,310299011,1
27561,3409541,333470176,0
27562,4789387,332943499,0
27563,1179472,333343318,0
27564,5185520,332907450,0
27565,43815939,333231999,0
27566,1121838,333120356,0
27567,45192376,333067589,0
27568,4142006,332908465,0
27569,126463589,333065331,0
27570,3455630,333457751,1
27571,4773552,333360578,0
27572,695323,333395024,0
27573,5000382,332993819,0
27574,135521554,332920031,0
27575,2238521,333178748,0
27576,4655176,333260353,0
27577,3643385,333274464,0
27578,4884265,332938516,0
27579,346752,333279282,0
27580,4083729,333302474,0
27581,1131504,333192449,0
27582,3501882,333132946,0
27583,2454427,332917507,0
27584,15996229,333003202,0
27585,2884636,333311114,0
27586,4621999,333451482,0
27587,757659,333459262,0
27588,16193828,332972999,0
27589,3205413,333214675,0
27590,126474614,333258849,0
27591,962492,332991445,0
27592,4656799,333290590,0
27593,18561298,332890497,0
27594,24730629,333261338,0
27595,6339536,333193870,0
27596,5300012,333016238,0
27597,7386099,333481363,0
27598,2415842,332922118,0
27599,6617059,333461188,0
27600,3133930,333311582,0
27601,16033834,333434802,0
27602,16669637,333229430,0
27603,961778,333161960,1
27604,659709,332876574,0
27605,23723455,333042630,1
27606,690694,333398721,0
27607,57863771,333007376,0
27608,9622174,332911250,0
27609,3809288,333273769,0
27610,722068,333297411,0
27611,3947227,332878117,0
27612,2997096,333031437,0
27613,6602704,333305094,0
27614,1438690,333222970,0
27615,2966816,333165106,1
27616,4333381,333405422,0
27617,1973587,333305514,0
27618,117094664,310303844,0
27619,90483258,333357677,0
27620,6625795,333035760,0
27621,2832357,333075217,0
27622,54685318,333024508,0
27623,1092071,333242790,0
27624,1068618,333286358,0
27625,126472871,333258224,0
27626,4287382,332921818,0
27627,4877614,332934705,0
27628,126474210,333257234,0
27629,3491011,333269958,1
27630,117074959,310283675,0
27631,1599088,333362199,0
27632,967527,333167968,1
27633,6602947,333040159,1
27634,4345198,321946085,0
27635,5063712,333454747,0
27636,22332296,332962297,0
27637,3137292,333197160,0
27638,6142455,333331967,0
27639,15997360,333448228,0
27640,17386659,333388089,1
27641,24214032,333340298,1
27642,117072857,310282090,0
27643,3797893,332992798,0
27644,3157946,333200561,0
27645,24104195,333333962,0
27646,147001,333372312,0
27647,22431578,333003024,0
27648,3609009,321945716,0
27649,4079779,333454621,1
27650,16194996,332890420,0
27651,2517470,332938683,0
27652,3563120,332981189,0
27653,4361913,321944986,0
27654,2911112,333119098,0
27655,3472328,333269622,0
27656,1536919,332990657,1
27657,117073639,310282518,0
27658,853237,333473721,0
27659,20892312,332962320,0
27660,2947638,333148025,0
27661,22516829,333033856,1
27662,18561026,332890738,0
27663,6456201,333083141,0
27664,2112070,332926608,0
27665,3164409,333032739,0
27666,547302,333264994,1
27667,699261,333371468,1
27668,2838286,333079747,1
27669,645073,333403654,0
27670,16826822,333476846,0
27671,16016692,333032391,0
27672,608712,333094697,0
27673,1243331,333168925,0
27674,5070163,333316363,0
27675,3140599,333371295,0
27676,52906005,333484894,0
27677,1632793,333346452,0
27678,2827486,333073073,0
27679,45105633,333299299,0
27680,2306921,332899450,0
27681,135674329,333247320,0
27682,7191312,332890057,0
27683,1183594,333360000,0
27684,126462323,333059529,0
27685,2097835,332925437,0
27686,20867912,332972349,1
27687,3348076,332942495,1
27688,9586722,333115426,0
27689,825862,333289709,0
27690,2006214,333031270,0
27691,6616371,333434334,0
27692,52905907,333484691,1
27693,934953,333166153,0
27694,9587172,333126901,0
27695,9599108,332994866,0
27696,46959806,333249084,1
27697,30862812,333489405,0
27698,2854634,333351473,0
27699,20899796,333036752,1
27700,9592049,333237064,1
27701,2992305,333183940,0
27702,583397,333285708,0
27703,24761117,333357700,0
27704,2415230,332911552,0
27705,6618849,332979603,0
27706,16190946,333048064,0
27707,2339228,332910423,0
27708,16188912,333057606,0
27709,2867252,333097071,0
27710,20883636,333030374,0
27711,6616168,333432901,0
27712,6264503,332887001,0
27713,16003691,333322382,0
27714,3278501,333023602,0
27715,16193884,333009902,0
27716,2943949,333145077,0
27717,1303988,333147670,0
27718,874064,333099486,0
27719,1725452,333294689,0
27720,3792221,332958701,0
27721,3592548,332922457,0
27722,135719744,333229029,0
27723,5311239,354331438,0
27724,3229256,333225747,0
27725,567615,333393766,0
27726,49858969,333493867,1
27727,2315225,332902497,0
27728,42528229,333049838,0
27729,5350609,333357911,0
27730,1483487,333185595,0
27731,126466378,333105307,0
27732,43816935,333212500,0
27733,984116,333292026,0
27734,3273914,332997611,1
27735,2939105,333139368,0
27736,95802451,333210367,0
27737,706147,333273028,0
27738,135679212,332986993,0
27739,2889066,333107303,0
27740,45220467,333052499,1
27741,839491,333141700,0
27742,5057804,333427935,0
27743,22431744,332969222,0
27744,2967100,333165115,0
27745,26396589,333058421,1
27746,1347958,333109800,0
27747,4160401,333262697,0
27748,3874044,333341067,0
27749,22581332,332881387,1
27750,3214526,333218182,0
27751,22522809,333035991,1
27752,7113,333263862,0
27753,2828864,333265076,0
27754,135445430,332967117,0
27755,117076204,310284840,0
27756,989942,332962087,0
27757,16437108,333026228,0
27758,4591342,332996646,0
27759,3116246,333193749,0
27760,1457911,333223314,1
27761,781236,333076355,0
27762,1382708,332879811,0
27763,23791794,333307337,0
27764,1346954,333429668,0
27765,9691532,332952405,0
27766,705748,333381162,0
27767,892484,333142941,1
27768,5069814,333471018,0
27769,117085071,310293653,0
27770,135531500,333332806,0
27771,126460197,333041966,0
27772,2458581,332919513,0
27773,117077080,310285585,0
27774,126463651,333069068,0
27775,645127,333226199,0
27776,20900712,333036105,1
27777,45248542,333058894,0
27778,4785608,332942172,0
27779,890908,333140896,1
27780,3242575,333039080,0
27781,6622527,333008433,0
27782,1228110,333243324,0
27783,719801,333270960,0
27784,5072973,333459364,0
27785,30667,46386875,1
27786,126470689,333252547,1
27787,4779200,333094492,0
27788,866546,333440822,0
27789,3144189,333332598,0
27790,674041,333410914,0
27791,606821,333197474,0
27792,9642396,332955341,0
27793,20867004,333029279,0
27794,3212921,333221150,0
27795,5925987,333005573,0
27796,1247617,333170415,0
27797,45503719,333489954,1
27798,9567451,333175843,0
27799,9597178,332994951,0
27800,5115285,333021583,0
27801,708455,332938944,0
27802,17088237,332993651,0
27803,117088777,310297612,1
27804,41706935,333478118,0
27805,2268638,333106259,0
27806,5367156,333075479,0
27807,135514048,332956333,0
27808,5016461,333259104,0
27809,3816757,333164674,0
27810,49790137,333255497,0
27811,4987135,333093785,0
27812,45172658,333061743,0
27813,981042,333277043,0
27814,855085,333217106,0
27815,16830178,333479811,0
27816,5972638,332913786,0
27817,2927207,333348936,0
27818,20857464,333006961,0
27819,652658,333220224,0
27820,6621205,332967598,0
27821,135954250,332893961,1
27822,20885198,332974188,0
27823,6764,321943351,0
27824,2228942,333172962,0
27825,6604913,333471731,0
27826,898902,333136028,0
27827,3126828,333398393,0
27828,4854583,332947059,0
27829,5963326,333359516,0
27830,1329808,333120204,0
27831,2238195,333178221,0
27832,1076581,333337884,0
27833,117078622,310286737,1
27834,16807027,332883892,0
27835,4123880,333462873,0
27836,135760732,332902224,1
27837,1555406,333291831,0
27838,5182220,333268689,0
27839,3159575,333201990,1
27840,117085347,310293948,0
27841,1457518,333217926,0
27842,20902503,333020771,0
27843,117082326,310290707,0
27844,3158129,333243655,0
27845,135533036,321943963,0
27846,2943785,333144292,1
27847,759285,333263282,1
27848,3249378,333009765,0
27849,971813,333156924,0
27850,2836831,333330475,1
27851,71780818,333489656,1
27852,2934874,333136146,1
27853,20862468,333008634,0
27854,2404438,332913958,0
27855,3492493,333348757,0
27856,25285242,333486685,0
27857,21238279,333349457,0
27858,3298607,333445464,0
27859,45501879,333487159,0
27860,3848150,333402881,0
27861,2219655,333163632,1
27862,2789608,333306864,0
27863,3703365,333186292,0
27864,3961012,332931951,0
27865,798756,333352725,0
27866,117077793,310286228,0
27867,126469318,333252354,0
27868,2405257,332921015,0
27869,1304068,333147576,0
27870,1222511,332901753,0
27871,17096094,332979418,0
27872,787211,333103500,0
27873,135549692,332954669,0
27874,135440867,332923683,0
27875,2988740,333180748,0
27876,1116743,333198588,0
27877,43817397,333213608,0
27878,43817641,333230157,1
27879,1325863,332883423,0
27880,2911216,333119105,1
27881,2950155,333149798,0
27882,4402817,332961414,0
27883,3726970,333368910,0
27884,4639311,333455018,0
27885,2930172,333132567,1
27886,2270725,333323954,0
27887,46496646,333296184,0
27888,2326278,332903618,0
27889,740675,333291422,0
27890,3202137,333216065,0
27891,847921,333172816,0
27892,976017,333148246,0
27893,4083007,333022464,0
27894,2233545,333175495,0
27895,2384966,332912987,0
27896,5011641,333082669,0
27897,7206228,332892612,0
27898,1572033,333107684,0
27899,1071200,333195716,0
27900,767668,333005531,0
27901,857049,333214636,0
27902,627209,333410922,0
27903,3145242,333349749,0
27904,45232878,333055982,0
27905,6175036,333426929,0
27906,117094394,310303553,0
27907,5768108,333374571,0
27908,25793628,333486244,1
27909,896689,333133311,0
27910,4249678,332883721,1
27911,5340045,333088993,0
27912,135973810,333210539,0
27913,117092414,310301435,0
27914,49713629,333491208,0
27915,892545,333142728,0
27916,3633036,333344391,0
27917,669888,333108974,0
27918,44828002,333090102,0
27919,46371216,333452466,0
27920,117082328,310290709,0
27921,45594564,333067252,1
27922,9565729,332954350,0
27923,177728,333275769,0
27924,46258094,332972150,0
27925,54696376,333039681,0
27926,687487,333300712,0
27927,2459493,332935163,0
27928,4789401,332943398,0
27929,90486051,333398585,0
27930,9641523,332920548,0
27931,30858896,333488433,0
27932,46369168,333022003,1
27933,4306099,332910229,0
27934,126465750,333069781,0
27935,733129,333265594,0
27936,3334319,332878532,0
27937,2982963,333178476,0
27938,2960418,333159420,0
27939,20108595,332969621,0
27940,21211540,333347260,0
27941,3880922,332992126,0
27942,4132848,333428332,0
27943,2827006,333327494,0
27944,1312748,333121514,0
27945,2970791,333169254,0
27946,3625464,332982721,0
27947,56856138,333050574,0
27948,2221194,333164252,0
27949,9684297,332940205,0
27950,16017390,333026347,0
27951,4333591,333398688,0
27952,1074991,333465060,0
27953,671798,333394781,0
27954,747866,333274646,0
27955,16795512,332975080,0
27956,45488205,333418867,0
27957,2940378,333141219,0
27958,2712525,333168363,0
27959,3760125,333309451,0
27960,4342601,333432748,0
27961,2969346,333168823,0
27962,2566501,332940154,0
27963,24732003,333261572,0
27964,2846365,333087240,0
27965,6175322,333293474,0
27966,2921713,333377941,0
27967,6881882,332957622,0
27968,3138789,333309663,0
27969,54706572,333267909,0
27970,117092158,310301165,0
27971,2907794,333362251,0
27972,126470017,333252199,1
27973,20104824,332975579,1
27974,2989653,333381026,0
27975,2263138,333096643,0
27976,3592301,333440118,0
27977,135514350,333312784,0
27978,3882998,333274528,0
27979,3412754,332883778,0
27980,18586329,333482896,0
27981,117073406,310282385,0
27982,1183881,333366741,0
27983,126464596,333068053,0
27984,4421818,332884071,0
27985,16188060,333047620,0
27986,8025798,332948671,0
27987,2948067,333148455,0
27988,1084756,333239524,0
27989,654417,333306190,0
27990,3526667,332922566,0
27991,9591576,333190170,0
27992,117083331,310291787,0
27993,24126255,333393201,0
27994,3281852,333266436,1
27995,126468347,333210738,0
27996,2936195,333137753,0
27997,797370,333118328,0
27998,3136337,333191719,0
27999,157524,333116428,1
28000,117076591,310285206,0
28001,45239170,333056930,0
28002,4605605,321945373,0
28003,4855535,332947604,0
28004,1258159,333178257,0
28005,3525900,333187272,0
28006,135504309,333088479,0
28007,22310287,333288962,0
28008,117090500,310299426,0
28009,2360671,332905051,0
28010,17253312,333000657,0
28011,46497360,333302007,1
28012,2147570,332888199,0
28013,2941140,333141466,0
28014,16013668,333032852,0
28015,42165920,333066705,0
28016,1179225,333476370,0
28017,3373842,332968963,1
28018,46500351,332991123,0
28019,16017548,333034201,0
28020,797863,333122855,0
28021,746451,333318392,0
28022,45237098,333056348,0
28023,24791355,333055736,0
28024,42096638,333040861,0
28025,4302707,333260738,0
28026,9596579,332963240,0
28027,18568869,321947309,0
28028,43813583,333231458,0
28029,7110058,332881133,0
28030,2976551,333174103,0
28031,6708553,333494687,0
28032,17366989,333334829,0
28033,135544679,332902072,0
28034,2931308,333133553,0
28035,5099069,333438289,1
28036,4233603,333276156,1
28037,580106,333384411,0
28038,135683708,332917502,0
28039,122175261,333006511,0
28040,2882738,333307457,0
28041,4580644,332881109,0
28042,3494832,333466277,0
28043,46370578,333440052,0
28044,135957969,333114772,0
28045,1517816,332996152,0
28046,45225283,333053435,0
28047,45234780,333136739,0
28048,645325,333223990,0
28049,3462988,333397300,0
28050,2202504,406179238,0
28051,17253537,333033272,1
28052,2480700,332920736,0
28053,4782830,332941279,0
28054,45105534,333447085,0
28055,5123277,333460181,0
28056,18589008,333483166,0
28057,46743495,333200095,0
28058,90483162,333407564,0
28059,23989578,333365476,0
28060,20861959,333009033,0
28061,136263298,333212131,0
28062,4438605,332961219,0
28063,683189,333352253,0
28064,2713337,333450844,0
28065,5065495,333456549,0
28066,16000150,333342060,0
28067,719682,333306431,0
28068,135439868,332931008,0
28069,700899,333401373,0
28070,4269225,333314185,0
28071,22518882,333018670,0
28072,1591095,333369923,0
28073,818303,333428190,0
28074,5222315,333454309,0
28075,1964766,333325958,0
28076,56855106,333048858,0
28077,783170,333086922,0
28078,2519375,332933682,0
28079,16662085,26522112,0
28080,7116958,332882191,0
28081,16850160,333478859,0
28082,135514287,333233312,0
28083,45233266,333129529,0
28084,1265737,333168036,0
28085,5178210,332981527,1
28086,126475731,333254895,0
28087,696581,333130613,1
28088,9641611,332953277,1
28089,50944410,333075099,0
28090,1312414,333132036,0
28091,1119945,333356948,0
28092,20867023,332952063,0
28093,16188333,332970522,0
28094,6622658,333010363,0
28095,4571213,333266135,0
28096,4464588,332910277,0
28097,3747112,332959773,0
28098,4110774,333349000,0
28099,773704,333286092,0
28100,46253753,333005274,0
28101,1343676,333115760,1
28102,4023291,333273926,0
28103,16001601,333022704,0
28104,126463650,333065055,0
28105,2435396,332918490,0
28106,46959033,333249206,0
28107,3145826,333235765,0
28108,11957658,332949014,0
28109,16670257,333229005,0
28110,5716917,333072436,1
28111,9589953,333197018,0
28112,117093410,310302501,0
28113,2057102,333272842,0
28114,13996146,333039830,1
28115,126464367,333068583,0
28116,117084124,310292634,1
28117,856433,333209598,0
28118,5776099,333369677,0
28119,3979691,333293964,0
28120,2251635,333102529,0
28121,45247494,333058153,1
28122,2205657,333116294,0
28123,600440,333327379,0
28124,570111,333403514,0
28125,892414,333142165,0
28126,117090313,310299229,0
28127,6903062,332905193,0
28128,972094,333157256,0
28129,2864716,333297926,0
28130,117089258,310298123,0
28131,20881510,333014028,0
28132,1370622,333352747,1
28133,3110561,333235250,0
28134,20881961,333013693,0
28135,1580642,333424921,0
28136,2970560,333169908,0
28137,5235014,333384934,0
28138,3126265,333270828,1
28139,2004478,332885627,1
28140,4654471,333461821,0
28141,27637691,321947962,0
28142,3154149,333240718,0
28143,2963168,333161287,0
28144,3132543,333356365,0
28145,3496640,333022923,0
28146,7118921,333015801,0
28147,5162393,332885632,0
28148,5730266,333111649,0
28149,25158922,406179182,0
28150,6616915,333455565,0
28151,985332,332906625,0
28152,117087971,310296759,0
28153,126460955,333048214,1
28154,9591976,333232889,0
28155,5928969,333108042,1
28156,2176608,333131331,0
28157,3672162,333445507,1
28158,3242778,332960560,0
28159,2879310,333300413,0
28160,3363831,333464813,0
28161,7197565,332891826,0
28162,20888626,333014576,0
28163,5879451,333021321,0
28164,1124459,333356425,0
28165,42094256,333040663,0
28166,1115281,333239875,0
28167,3237403,333417632,0
28168,3619909,333399202,0
28169,126474496,333255344,0
28170,2855635,333396461,0
28171,6616990,333460831,0
28172,25889916,333486986,0
28173,4860468,332888560,0
28174,4052848,333262999,0
28175,11835876,333383454,0
28176,3222096,333220112,0
28177,1549956,332986549,1
28178,5075361,332993583,0
28179,3243216,332981523,0
28180,1337831,333112656,0
28181,3639493,333433758,0
28182,136907853,333210565,0
28183,4919737,332884919,0
28184,1938870,332912280,0
28185,22510061,333032240,0
28186,7553621,333479827,0
28187,2852335,333091032,1
28188,935531,333168494,0
28189,2738262,332878810,1
28190,6877017,332995973,0
28191,20881452,333029571,1
28192,126458155,333004062,0
28193,4228502,333023553,0
28194,6537051,333270485,0
28195,45188402,333066323,0
28196,22333835,333418065,0
28197,1026431,333160171,1
28198,2301307,333129066,1
28199,4106653,333449100,0
28200,126465390,333069101,0
28201,4074019,333418613,0
28202,2247967,333118724,0
28203,3243159,332969467,0
28204,22334621,332996692,1
28205,1244700,333163110,1
28206,741950,333349803,0
28207,2160961,333151174,0
28208,2063724,333089546,0
28209,2935390,333136895,0
28210,2985003,333179087,0
28211,53208638,333036430,0
28212,135691154,332913323,0
28213,3239040,333454957,0
28214,9548944,333492859,0
28215,3364647,333397713,0
28216,56860376,333058996,0
28217,3300436,333474141,0
28218,4075406,332881246,0
28219,2854546,333294224,0
28220,703640,333330554,0
28221,41706907,333477676,0
28222,6990816,333427162,0
28223,30858303,333487005,0
28224,1856807,333158125,0
28225,135609419,332994725,0
28226,962240,332880104,0
28227,24075704,333464348,0
28228,45206407,333070986,0
28229,1261937,332982785,0
28230,119442,321941899,1
28231,645060,333216205,0
28232,45242046,333181616,0
28233,16193799,333016454,0
28234,2180198,333099049,0
28235,1246693,333171033,0
28236,45180460,333064720,0
28237,722812,333313642,0
28238,16806353,332879990,0
28239,3488944,333024734,0
28240,7190991,332890023,0
28241,46371106,333451068,0
28242,22548437,333019645,1
28243,1451763,333219769,1
28244,2416443,332915374,0
28245,49677286,333492222,0
28246,45241149,333057415,0
28247,877224,333101499,0
28248,675073,333310958,0
28249,2006641,332960927,0
28250,2872980,333407616,0
28251,2854864,333292012,0
28252,872370,333092500,0
28253,3103115,333277904,0
28254,866757,333001308,0
28255,231656,333269170,0
28256,2886008,333326154,0
28257,2989030,333482965,1
28258,2958005,333157151,0
28259,42519399,333054239,0
28260,2208905,333155362,0
28261,18559070,332886934,0
28262,4999106,333293237,0
28263,16761018,333286011,0
28264,44121504,332969522,0
28265,22552984,333027975,0
28266,4789920,332943284,0
28267,1245383,333169970,0
28268,70702463,333368575,0
28269,16675962,333248558,0
28270,789233,333245408,0
28271,833510,333144717,0
28272,1363182,333103930,1
28273,2923989,333127270,0
28274,2284397,333112685,1
28275,651319,333195866,0
28276,2872417,333402649,1
28277,668922,333352681,0
